"","Order","Entry","PLOT","Full_sample","Location","Sample_ID","replication","Day1Germ","Day2Germ","Day3Germ","Day4Germ","Day5Germ","kernels_remaining","UserDay1","UserDay2","UserDay3","UserDay4","UserDay5","notes"
"715",715,"BS911-83","11482","Half","Snyder",358,2,10,20,0,0,0,0,"KK","KK","KK","KK","KK",NA
"716",716,"BS911-83","11482","Half","Snyder",358,1,10,20,0,0,0,0,"TR","TR","TR","TR","TR",NA
"717",717,"BS911-84","11483","Half","Snyder",359,2,12,16,1,1,0,0,"KK","KK","KK","KK","KK",NA
"718",718,"BS911-84","11483","Half","Snyder",359,1,14,16,0,0,0,0,"TR","TR","TR","TR","TR",NA
"719",719,"BS911-85","11484","Full","Snyder",360,2,13,16,1,0,0,0,"KK","KK","KK","KK","KK",NA
"720",720,"BS911-85","11484","Full","Snyder",360,1,5,25,0,0,0,0,"TR","TR","TR","TR","TR",NA
"721",721,"BS911-86","11485","Full","Snyder",361,2,7,23,0,0,0,0,"KK","KK","KK","KK","KK",NA
"722",722,"BS911-86","11485","Full","Snyder",361,1,5,24,1,0,0,0,"TR","TR","TR","TR","TR",NA
"723",723,"BS911-87","11486","Half","Snyder",362,2,3,26,1,0,0,0,"KK","KK","KK","KK","KK",NA
"724",724,"BS911-87","11486","Half","Snyder",362,1,4,25,1,0,0,0,"TR","TR","TR","TR","TR",NA
"725",725,"BS911-88","11487","Half","Snyder",363,2,11,19,0,0,0,0,"KK","KK","KK","KK","KK",NA
"726",726,"BS911-88","11487","Half","Snyder",363,1,11,19,0,0,0,0,"TR","TR","TR","TR","TR",NA
"727",727,"BS911-89","11488","Half","Snyder",364,2,18,11,0,0,0,1,"KK","KK","KK","KK","KK",NA
"728",728,"BS911-89","11488","Half","Snyder",364,1,12,15,1,1,0,1,"TR","TR","TR","TR","TR",NA
"729",729,"BS911-90","11489","Full","Snyder",365,2,15,15,0,0,0,0,"KK","KK","KK","KK","KK",NA
"730",730,"BS911-90","11489","Full","Snyder",365,1,9,21,0,0,0,0,NA,NA,NA,NA,NA,NA
"731",731,"BS911-91","11490","Full","Snyder",366,2,7,22,0,0,0,1,"KK","KK","KK","KK","KK",NA
"732",732,"BS911-91","11490","Full","Snyder",366,1,13,17,0,0,0,0,NA,NA,NA,NA,NA,NA
"733",733,"BS911-92","11491","Half","Snyder",367,2,11,20,0,0,0,0,"KK","KK","KK","KK","KK",NA
"734",734,"BS911-92","11491","Half","Snyder",367,1,11,19,0,0,0,0,NA,NA,NA,NA,NA,NA
"735",735,"BS911-94","11493","Full","Snyder",368,2,12,18,0,0,0,0,"KK","KK","KK","KK","KK",NA
"736",736,"BS911-94","11493","Full","Snyder",368,1,4,25,0,1,0,0,NA,NA,NA,NA,NA,NA
"737",737,"BS911-95","11494","Half","Snyder",369,2,11,10,0,0,0,0,"KK","KK","KK","KK","KK",NA
"738",738,"BS911-95","11494","Half","Snyder",369,1,21,9,0,0,0,0,NA,NA,NA,NA,NA,NA
"739",739,"BS911-96","11495","Full","Snyder",370,2,9,19,1,0,0,1,"KK","KK","KK","KK","KK",NA
"740",740,"BS911-96","11495","Full","Snyder",370,1,7,22,1,0,0,0,NA,NA,NA,NA,NA,NA
"741",741,"BS911-97","11496","Half","Snyder",371,2,11,18,0,0,0,1,"KK","KK","KK","KK","KK",NA
"742",742,"BS911-97","11496","Half","Snyder",371,1,9,21,0,0,0,0,NA,NA,NA,NA,NA,NA
"743",743,"BS911-98","11497","Full","Snyder",372,2,10,20,0,0,0,0,"KK","KK","KK","KK","KK",NA
"744",744,"BS911-98","11497","Full","Snyder",372,1,14,15,1,0,0,0,NA,NA,NA,NA,NA,NA
"745",745,"BS911-99","11498","Full","Snyder",373,2,12,18,0,0,0,0,"KK","KK","KK","KK","KK",NA
"746",746,"BS911-99","11498","Full","Snyder",373,1,13,17,0,0,0,0,NA,NA,NA,NA,NA,NA
"747",747,"BS911-100","11499","Full","Snyder",374,2,10,17,3,0,0,0,"KK","KK","KK","KK","KK",NA
"748",748,"BS911-100","11499","Full","Snyder",374,1,10,20,0,0,0,0,NA,NA,NA,NA,NA,NA
"749",749,"Flavia","11500","Full","Snyder",375,2,10,18,0,2,0,0,"KK","KK","KK","KK","KK",NA
"750",750,"Flavia","11500","Full","Snyder",375,1,8,21,1,0,0,0,NA,NA,NA,NA,NA,NA
"751",751,"Scala","11501","Full","Snyder",376,2,17,13,0,0,0,0,"KK","KK","KK","KK","KK",NA
"752",752,"Scala","11501","Full","Snyder",376,1,17,13,0,0,0,0,NA,NA,NA,NA,NA,NA
"753",753,"DH130910","11502","Full","Snyder",377,2,8,22,0,0,0,0,"KK","KK","KK","KK","KK",NA
"754",754,"DH130910","11502","Full","Snyder",377,1,5,24,0,1,0,0,NA,NA,NA,NA,NA,NA
"755",755,"SY Tepee","11503","Full","Snyder",378,2,14,16,0,0,0,0,"KK","KK","KK","KK","KK",NA
"756",756,"SY Tepee","11503","Full","Snyder",378,1,11,18,1,0,0,0,NA,NA,NA,NA,NA,NA
"757",757,"Wintmalt","11504","Full","Snyder",379,2,16,14,0,0,0,0,"KK","KK","KK","KK","KK",NA
"758",758,"Wintmalt","11504","Full","Snyder",379,1,17,13,0,0,0,0,NA,NA,NA,NA,NA,NA
"759",759,"BS911-101","11505","Half","Snyder",380,2,7,23,0,0,0,0,"KK","KK","KK","KK","KK",NA
"760",760,"BS911-101","11505","Half","Snyder",380,1,7,22,1,0,0,0,NA,NA,NA,NA,NA,NA
"761",761,"BS911-102","11506","Full","Snyder",381,2,16,14,0,0,0,0,"KK","KK","KK","KK","KK",NA
"762",762,"BS911-102","11506","Full","Snyder",381,1,10,18,0,0,0,2,NA,NA,NA,NA,NA,NA
"763",763,"BS911-103","11507","Full","Snyder",382,2,10,20,0,0,0,0,"KK","KK","KK","KK","KK",NA
"764",764,"BS911-103","11507","Full","Snyder",382,1,10,20,0,0,0,0,NA,NA,NA,NA,NA,NA
"765",765,"BS911-104","11508","Half","Snyder",383,2,18,10,1,1,0,0,"KK","KK","KK","KK","KK",NA
"766",766,"BS911-104","11508","Half","Snyder",383,1,10,20,0,0,0,0,NA,NA,NA,NA,NA,NA
"767",767,"BS911-105","11509","Full","Snyder",384,2,11,13,5,0,0,1,"KK","KK","KK","KK","KK",NA
"768",768,"BS911-105","11509","Full","Snyder",384,1,8,20,2,0,0,0,NA,NA,NA,NA,NA,NA
"769",769,"BS911-106","11510","Full","Snyder",385,2,9,20,0,0,0,1,"KK","KK","KK","KK","KK",NA
"770",770,"BS911-106","11510","Full","Snyder",385,1,4,26,0,0,0,0,NA,NA,NA,NA,NA,NA
"771",771,"BS911-107","11511","Full","Snyder",386,2,15,15,0,0,0,0,"KK","KK","KK","KK","KK",NA
"772",772,"BS911-107","11511","Full","Snyder",386,1,13,15,1,0,0,1,NA,NA,NA,NA,NA,NA
"773",773,"BS911-108","11512","Full","Snyder",387,2,12,18,0,0,0,0,"KK","KK","KK","KK","KK",NA
"774",774,"BS911-108","11512","Full","Snyder",387,1,13,17,0,0,0,0,NA,NA,NA,NA,NA,NA
"775",775,"BS911-109","11513","Half","Snyder",388,2,12,17,1,0,0,0,"KK","KK","KK","KK","KK",NA
"776",776,"BS911-109","11513","Half","Snyder",388,1,10,19,0,0,0,1,NA,NA,NA,NA,NA,NA
"777",777,"BS911-110","11514","Half","Snyder",389,2,7,22,1,0,0,0,"KK","KK","KK","KK","KK",NA
"778",778,"BS911-110","11514","Half","Snyder",389,1,6,24,0,0,0,0,NA,NA,NA,NA,NA,NA
"779",779,"BS911-112","11516","Full","Snyder",390,2,15,15,0,0,0,0,"KK","KK","KK","KK","KK",NA
"780",780,"BS911-112","11516","Full","Snyder",390,1,13,17,0,0,0,0,NA,NA,NA,NA,NA,NA
"781",781,"BS911-113","11517","Half","Snyder",391,2,7,18,5,0,0,0,"KK","KK","KK","KK","KK",NA
"782",782,"BS911-113","11517","Half","Snyder",391,1,4,19,7,0,0,0,NA,NA,NA,NA,NA,NA
"783",783,"BS911-114","11518","Half","Snyder",392,2,11,19,0,0,0,0,"KK","KK","KK","KK","KK",NA
"784",784,"BS911-114","11518","Half","Snyder",392,1,13,17,0,0,0,0,NA,NA,NA,NA,NA,NA
"785",785,"BS911-115","11519","Half","Snyder",393,2,10,20,0,0,0,0,"KK","KK","KK","KK","KK",NA
"786",786,"BS911-115","11519","Half","Snyder",393,1,14,15,0,0,0,1,NA,NA,NA,NA,NA,NA
"787",787,"BS911-117","11521","Full","Snyder",394,2,11,19,0,0,0,0,"KK","KK","KK","KK","KK",NA
"788",788,"BS911-117","11521","Full","Snyder",394,1,14,16,0,0,0,0,NA,NA,NA,NA,NA,NA
"789",789,"BS911-118","11522","Full","Snyder",395,2,5,23,2,0,0,0,"KK","KK","KK","KK","KK",NA
"790",790,"BS911-118","11522","Full","Snyder",395,1,0,28,2,0,0,0,NA,NA,NA,NA,NA,NA
"791",791,"BS911-119","11523","Full","Snyder",396,2,7,22,2,0,0,0,"KK","KK","KK","KK","KK",NA
"792",792,"BS911-119","11523","Full","Snyder",396,1,9,20,0,0,0,1,NA,NA,NA,NA,NA,NA
"793",793,"BS911-120","11524","Full","Snyder",397,2,12,17,1,0,0,0,"KK","KK","KK","KK","KK",NA
"794",794,"BS911-120","11524","Full","Snyder",397,1,15,15,0,0,0,0,NA,NA,NA,NA,NA,NA
"795",795,"BS911-121","11525","Half","Snyder",398,2,21,9,0,0,0,0,"KK","KK","KK","KK","KK",NA
"796",796,"BS911-121","11525","Half","Snyder",398,1,18,11,0,0,0,1,NA,NA,NA,NA,NA,NA
"797",797,"BS911-122","11526","Full","Snyder",399,2,12,18,0,0,0,0,"KK","KK","KK","KK","KK",NA
"798",798,"BS911-122","11526","Full","Snyder",399,1,7,22,0,0,0,1,NA,NA,NA,NA,NA,NA
"799",799,"BS911-123","11527","Full","Snyder",400,2,10,19,1,0,0,0,"KK","KK","KK","KK","KK",NA
"800",800,"BS911-123","11527","Full","Snyder",400,1,12,17,1,0,0,0,NA,NA,NA,NA,NA,NA
"801",801,"BS911-124","11528","Full","Snyder",401,2,13,17,0,0,0,0,"KK","KK","KK","KK","KK",NA
"802",802,"BS911-124","11528","Full","Snyder",401,1,12,16,1,1,0,0,NA,NA,NA,NA,NA,NA
"803",803,"BS911-125","11529","Full","Snyder",402,2,12,18,0,0,0,0,"KK","KK","KK","KK","KK",NA
"804",804,"BS911-125","11529","Full","Snyder",402,1,14,16,0,0,0,0,NA,NA,NA,NA,NA,NA
"805",805,"BS911-126","11530","Full","Snyder",403,2,11,19,0,0,0,0,"KK","KK","KK","KK","KK",NA
"806",806,"BS911-126","11530","Full","Snyder",403,1,7,21,1,0,0,1,NA,NA,NA,NA,NA,NA
"807",807,"BS912-128","11532","Half","Snyder",404,2,13,17,0,0,0,0,"KK","KK","KK","KK","KK",NA
"808",808,"BS912-128","11532","Half","Snyder",404,1,14,16,0,0,0,0,NA,NA,NA,NA,NA,NA
"809",809,"BS912-129","11533","Full","Snyder",405,2,11,18,1,0,0,0,"KK","KK","KK","KK","KK",NA
"810",810,"BS912-129","11533","Full","Snyder",405,1,8,22,0,0,0,0,NA,NA,NA,NA,NA,NA
"811",811,"BS912-130","11534","Half","Snyder",406,2,8,19,3,0,0,0,"KK","KK","KK","KK","KK",NA
"812",812,"BS912-130","11534","Half","Snyder",406,1,14,15,1,0,0,0,NA,NA,NA,NA,NA,NA
"813",813,"BS912-131","11535","Full","Snyder",407,2,7,22,0,1,0,0,"KK","KK","KK","KK","KK",NA
"814",814,"BS912-131","11535","Full","Snyder",407,1,6,22,2,0,0,0,NA,NA,NA,NA,NA,NA
"815",815,"BS912-132","11536","Half","Snyder",408,2,20,10,0,0,0,0,"KK","KK","KK","KK","KK",NA
"816",816,"BS912-132","11536","Half","Snyder",408,1,14,15,0,0,0,1,NA,NA,NA,NA,NA,NA
"817",817,"BS912-134","11538","Full","Snyder",409,2,7,23,0,0,0,0,"KK","KK","KK","KK","KK",NA
"818",818,"BS912-134","11538","Full","Snyder",409,1,5,23,2,0,0,0,NA,NA,NA,NA,NA,NA
"819",819,"BS912-135","11539","Full","Snyder",410,2,10,20,0,0,0,0,"KK","KK","KK","KK","KK",NA
"820",820,"BS912-135","11539","Full","Snyder",410,1,6,24,0,0,0,0,NA,NA,NA,NA,NA,NA
"821",821,"BS912-136","11540","Full","Snyder",411,2,20,10,0,0,0,0,"KK","KK","KK","KK","KK",NA
"822",822,"BS912-136","11540","Full","Snyder",411,1,21,9,0,0,0,0,NA,NA,NA,NA,NA,NA
"823",823,"BS912-137","11541","Half","Snyder",412,2,19,11,0,0,0,0,"KK","KK","KK","KK","KK",NA
"824",824,"BS912-137","11541","Half","Snyder",412,1,15,13,0,0,0,2,NA,NA,NA,NA,NA,NA
"825",825,"BS912-138","11542","Full","Snyder",413,2,14,16,0,0,0,0,"KK","KK","KK","KK","KK",NA
"826",826,"BS912-138","11542","Full","Snyder",413,1,15,15,0,0,0,0,NA,NA,NA,NA,NA,NA
"827",827,"Charles","11543","Full","Snyder",414,2,22,8,0,0,0,0,"KK","KK","KK","KK","KK",NA
"828",828,"Charles","11543","Full","Snyder",414,1,18,12,0,0,0,0,NA,NA,NA,NA,NA,NA
"829",829,"Flavia","12001","Full","Ketola",415,2,8,22,0,0,0,0,"KK","KK","KK","KK","KK",NA
"830",830,"Flavia","12001","Full","Ketola",415,1,8,20,2,0,0,0,NA,NA,NA,NA,NA,NA
"831",831,"Scala","12002","Full","Ketola",416,2,14,16,0,0,0,0,"KK","KK","KK","KK","KK",NA
"832",832,"Scala","12002","Full","Ketola",416,1,14,16,0,0,0,0,NA,NA,NA,NA,NA,NA
"833",833,"DH130910","12003","Full","Ketola",417,2,3,27,0,0,0,0,"KK","KK","KK","KK","KK",NA
"834",834,"DH130910","12003","Full","Ketola",417,1,1,26,3,0,0,0,NA,NA,NA,NA,NA,NA
"835",835,"SY Tepee","12004","Full","Ketola",418,2,13,16,0,1,0,0,"KK","KK","KK","KK","KK",NA
"836",836,"SY Tepee","12004","Full","Ketola",418,1,12,18,0,0,0,0,NA,NA,NA,NA,NA,NA
"837",837,"BS611-1","12006","Half","Ketola",419,2,7,23,0,0,0,0,"KK","KK","KK","KK","KK",NA
"838",838,"BS611-1","12006","Half","Ketola",419,1,5,25,0,0,0,0,NA,NA,NA,NA,NA,NA
"839",839,"BS611-2","12007","Full","Ketola",420,2,11,18,1,0,0,0,"KK","KK","KK","KK","KK",NA
"840",840,"BS611-2","12007","Full","Ketola",420,1,8,22,0,0,0,0,NA,NA,NA,NA,NA,NA
"841",841,"BS611-3","12008","Full","Ketola",421,2,11,18,1,0,0,0,"KK","KK","KK","KK","KK",NA
"842",842,"BS611-3","12008","Full","Ketola",421,1,6,24,0,0,0,0,NA,NA,NA,NA,NA,NA
"843",843,"BS611-4","12009","Full","Ketola",422,2,1,28,1,0,0,0,"KK","KK","KK","KK","KK",NA
"844",844,"BS611-4","12009","Full","Ketola",422,1,1,28,1,0,0,0,NA,NA,NA,NA,NA,NA
"845",845,"BS613-6","12011","Full","Ketola",423,2,2,27,1,0,0,0,"KK","KK","KK","KK","KK",NA
"846",846,"BS613-6","12011","Full","Ketola",423,1,2,26,2,0,0,0,NA,NA,NA,NA,NA,NA
"847",847,"BS613-7","12012","Full","Ketola",424,2,14,16,0,0,0,0,"KK","KK","KK","KK","KK",NA
"848",848,"BS613-7","12012","Full","Ketola",424,1,13,17,0,0,0,0,NA,NA,NA,NA,NA,NA
"849",849,"BS613-8","12013","Full","Ketola",425,2,13,17,0,0,0,0,"KK","KK","KK","KK","KK",NA
"850",850,"BS613-8","12013","Full","Ketola",425,1,6,24,0,0,0,0,NA,NA,NA,NA,NA,NA
"851",851,"BS613-9","12014","Half","Ketola",426,2,5,25,0,0,0,0,"KK","KK","KK","KK","KK",NA
"852",852,"BS613-9","12014","Half","Ketola",426,1,4,26,0,0,0,0,NA,NA,NA,NA,NA,NA
"853",853,"BS613-10","12015","Full","Ketola",427,2,11,18,1,0,0,0,"KK","KK","KK","KK","KK",NA
"854",854,"BS613-10","12015","Full","Ketola",427,1,6,24,0,0,0,0,NA,NA,NA,NA,NA,NA
"855",855,"BS613-11","12016","Full","Ketola",428,2,8,20,2,0,0,0,"KK","KK","KK","KK","KK",NA
"856",856,"BS613-11","12016","Full","Ketola",428,1,6,20,3,1,0,0,NA,NA,NA,NA,NA,NA
"857",857,"BS613-12","12017","Full","Ketola",429,2,11,18,1,0,0,0,"KK","KK","KK","KK","KK",NA
"858",858,"BS613-12","12017","Full","Ketola",429,1,8,22,0,0,0,0,NA,NA,NA,NA,NA,NA
"859",859,"BS613-13","12018","Full","Ketola",430,2,11,17,2,0,0,0,"KK","KK","KK","KK","KK",NA
"860",860,"BS613-13","12018","Full","Ketola",430,1,11,18,1,0,0,0,NA,NA,NA,NA,NA,NA
"861",861,"BS613-14","12019","Half","Ketola",431,2,6,23,1,0,0,0,"KK","KK","KK","KK","KK",NA
"862",862,"BS613-14","12019","Half","Ketola",431,1,7,23,0,0,0,0,NA,NA,NA,NA,NA,NA
"863",863,"BS613-15","12020","Full","Ketola",432,2,8,19,3,0,0,0,"KK","KK","KK","KK","KK",NA
"864",864,"BS613-15","12020","Full","Ketola",432,1,4,22,3,1,0,0,NA,NA,NA,NA,NA,NA
"865",865,"BS613-16","12021","Full","Ketola",433,2,9,21,0,0,0,0,"KK","KK","KK","KK","KK",NA
"866",866,"BS613-16","12021","Full","Ketola",433,1,14,17,0,0,0,0,NA,NA,NA,NA,NA,NA
"867",867,"BS613-18","12023","Half","Ketola",434,2,7,22,1,0,0,0,"KK","KK","KK","KK","KK",NA
"868",868,"BS613-18","12023","Half","Ketola",434,1,6,23,1,0,0,0,NA,NA,NA,NA,NA,NA
"869",869,"BS613-19","12024","Half","Ketola",435,2,6,23,1,0,0,0,"KK","KK","KK","KK","KK",NA
"870",870,"BS613-19","12024","Half","Ketola",435,1,6,25,0,0,0,0,NA,NA,NA,NA,NA,NA
"871",871,"BS613-20","12025","Half","Ketola",436,2,6,24,0,0,0,0,"KK","KK","KK","KK","KK",NA
"872",872,"BS613-20","12025","Half","Ketola",436,1,8,22,0,0,0,0,NA,NA,NA,NA,NA,NA
"873",873,"BS613-21","12026","Full","Ketola",437,2,14,15,0,1,0,0,"KK","KK","KK","KK","KK",NA
"874",874,"BS613-21","12026","Full","Ketola",437,1,9,21,0,0,0,0,NA,NA,NA,NA,NA,NA
"875",875,"BS614-22","12027","Half","Ketola",438,2,6,24,0,0,0,0,"KK","KK","KK","KK","KK",NA
"876",876,"BS614-22","12027","Half","Ketola",438,1,6,24,0,0,0,0,NA,NA,NA,NA,NA,NA
"877",877,"BS614-23","12028","Full","Ketola",439,2,8,19,2,1,0,0,"KK","KK","KK","KK","KK",NA
"878",878,"BS614-23","12028","Full","Ketola",439,1,11,17,0,0,0,2,NA,NA,NA,NA,NA,NA
"879",879,"BS614-24","12029","Half","Ketola",440,2,7,21,2,0,0,0,"KK","KK","KK","KK","KK",NA
"880",880,"BS614-24","12029","Half","Ketola",440,1,8,22,0,0,0,0,NA,NA,NA,NA,NA,NA
"881",881,"BS614-25","12030","Half","Ketola",441,2,5,23,2,0,0,0,"KK","KK","KK","KK","KK",NA
"882",882,"BS614-25","12030","Half","Ketola",441,1,3,26,0,0,0,1,NA,NA,NA,NA,NA,NA
"883",883,"BS614-26","12031","Full","Ketola",442,2,4,22,5,0,0,0,"KK","KK","KK","KK","KK",NA
"884",884,"BS614-26","12031","Full","Ketola",442,1,2,27,0,0,0,1,NA,NA,NA,NA,NA,NA
"885",885,"BS614-27","12032","Half","Ketola",443,2,2,28,0,0,0,0,"KK","KK","KK","KK","KK",NA
"886",886,"BS614-27","12032","Half","Ketola",443,1,4,26,0,0,0,0,NA,NA,NA,NA,NA,NA
"887",887,"BS614-29","12034","Full","Ketola",444,2,9,21,0,0,0,0,"KK","KK","KK","KK","KK",NA
"888",888,"BS614-29","12034","Full","Ketola",444,1,8,22,0,0,0,0,NA,NA,NA,NA,NA,NA
"889",889,"BS614-30","12035","Half","Ketola",445,2,4,22,4,1,0,0,"KK","KK","KK","KK","KK",NA
"890",890,"BS614-30","12035","Half","Ketola",445,1,10,19,1,0,0,0,NA,NA,NA,NA,NA,NA
"891",891,"BS614-31","12036","Full","Ketola",446,2,11,19,0,0,0,0,"KK","KK","KK","KK","KK",NA
"892",892,"BS614-31","12036","Full","Ketola",446,1,11,19,0,0,0,0,NA,NA,NA,NA,NA,NA
"893",893,"BS614-32","12037","Full","Ketola",447,2,14,16,0,0,0,0,"KK","KK","KK","KK","KK",NA
"894",894,"BS614-32","12037","Full","Ketola",447,1,6,24,0,0,0,0,NA,NA,NA,NA,NA,NA
"895",895,"BS614-33","12038","Half","Ketola",448,2,9,21,0,0,0,0,"KK","KK","KK","KK","KK",NA
"896",896,"BS614-33","12038","Half","Ketola",448,1,9,21,0,0,0,0,NA,NA,NA,NA,NA,NA
"897",897,"BS614-34","12039","Full","Ketola",449,2,6,24,0,0,0,0,"KK","KK","KK","KK","KK",NA
"898",898,"BS614-34","12039","Full","Ketola",449,1,4,26,0,0,0,0,NA,NA,NA,NA,NA,NA
"899",899,"BS614-36","12041","Full","Ketola",450,2,11,17,1,0,0,0,"KK","KK","KK","KK","KK",NA
"900",900,"BS614-36","12041","Full","Ketola",450,1,3,23,4,0,0,0,NA,NA,NA,NA,NA,NA
"901",901,"BS614-37","12042","Full","Ketola",451,2,7,23,0,0,0,0,"KK","KK","KK","KK","KK",NA
"902",902,"BS614-37","12042","Full","Ketola",451,1,7,22,0,0,0,1,NA,NA,NA,NA,NA,NA
"903",903,"BS614-38","12043","Full","Ketola",452,2,5,21,3,1,0,0,"KK","KK","KK","KK","KK",NA
"904",904,"BS614-38","12043","Full","Ketola",452,1,2,26,2,0,0,0,NA,NA,NA,NA,NA,NA
"905",905,"BS614-39","12044","Full","Ketola",453,2,14,16,0,0,0,0,"KK","KK","KK","KK","KK",NA
"906",906,"BS614-39","12044","Full","Ketola",453,1,12,18,0,0,0,0,NA,NA,NA,NA,NA,NA
"907",907,"BS614-40","12045","Full","Ketola",454,2,9,17,3,0,0,0,"KK","KK","KK","KK","KK",NA
"908",908,"BS614-40","12045","Full","Ketola",454,1,3,27,0,0,0,0,NA,NA,NA,NA,NA,NA
"909",909,"BS615-41","12046","Full","Ketola",455,2,7,21,2,0,0,0,"KK","KK","KK","KK","KK",NA
"910",910,"BS615-41","12046","Full","Ketola",455,1,2,28,0,0,0,0,NA,NA,NA,NA,NA,NA
"911",911,"BS615-42","12047","Full","Ketola",456,2,1,26,3,0,0,0,"KK","KK","KK","KK","KK",NA
"912",912,"BS615-42","12047","Full","Ketola",456,1,8,21,0,1,0,0,NA,NA,NA,NA,NA,NA
"913",913,"BS615-43","12048","Half","Ketola",457,2,12,18,0,0,0,0,"KK","KK","KK","KK","KK",NA
"914",914,"BS615-43","12048","Half","Ketola",457,1,7,23,0,0,0,0,NA,NA,NA,NA,NA,NA
"915",915,"BS615-44","12049","Half","Ketola",458,2,3,25,2,0,0,0,"KK","KK","KK","KK","KK",NA
"916",916,"BS615-44","12049","Half","Ketola",458,1,1,26,3,0,0,0,NA,NA,NA,NA,NA,NA
"917",917,"Charles","12050","Full","Ketola",459,2,11,18,2,0,0,0,"KK","KK","KK","KK","KK",NA
"918",918,"Charles","12050","Full","Ketola",459,1,12,17,1,0,0,0,NA,NA,NA,NA,NA,NA
"919",919,"BS615-45","12052","Half","Ketola",460,2,7,21,2,0,0,0,"KK","KK","KK","KK","KK",NA
"920",920,"BS615-45","12052","Half","Ketola",460,1,1,28,1,0,0,0,NA,NA,NA,NA,NA,NA
"921",921,"BS615-46","12053","Full","Ketola",461,2,10,17,2,0,0,1,"KK","KK","KK","KK","KK",NA
"922",922,"BS615-46","12053","Full","Ketola",461,1,3,27,0,0,0,0,NA,NA,NA,NA,NA,NA
"923",923,"BS615-48","12055","Full","Ketola",462,2,13,16,1,0,0,0,"KK","KK","KK","KK","KK",NA
"924",924,"BS615-48","12055","Full","Ketola",462,1,9,21,0,0,0,0,NA,NA,NA,NA,NA,NA
"925",925,"BS615-49","12056","Full","Ketola",463,2,4,24,2,0,0,0,"KK","KK","KK","KK","KK",NA
"926",926,"BS615-49","12056","Full","Ketola",463,1,2,28,0,0,0,0,NA,NA,NA,NA,NA,NA
"927",927,"BS615-50","12057","Half","Ketola",464,2,6,23,1,0,0,0,"KK","KK","KK","KK","KK",NA
"928",928,"BS615-50","12057","Half","Ketola",464,1,7,23,0,0,0,0,NA,NA,NA,NA,NA,NA
"929",929,"BS615-51","12058","Full","Ketola",465,2,4,26,0,0,0,0,"KK","KK","KK","KK","KK",NA
"930",930,"BS615-51","12058","Full","Ketola",465,1,4,26,0,0,0,0,NA,NA,NA,NA,NA,NA
"931",931,"BS615-52","12059","Half","Ketola",466,2,10,20,0,0,0,0,"KK","KK","KK","KK","KK",NA
"932",932,"BS615-52","12059","Half","Ketola",466,1,12,18,0,0,0,0,NA,NA,NA,NA,NA,NA
"933",933,"BS615-53","12060","Full","Ketola",467,2,12,17,1,0,0,0,"KK","KK","KK","KK","KK",NA
"934",934,"BS615-53","12060","Full","Ketola",467,1,6,24,0,0,0,0,NA,NA,NA,NA,NA,NA
"935",935,"BS615-54","12061","Half","Ketola",468,2,5,25,0,0,0,0,"KK","KK","KK","KK","KK",NA
"936",936,"BS615-54","12061","Half","Ketola",468,1,8,22,0,0,0,0,NA,NA,NA,NA,NA,NA
"937",937,"BS615-55","12062","Full","Ketola",469,2,9,20,0,0,0,1,"KK","KK","KK","KK","KK",NA
"938",938,"BS615-55","12062","Full","Ketola",469,1,2,27,0,0,0,1,NA,NA,NA,NA,NA,NA
"939",939,"BS615-56","12063","Half","Ketola",470,2,6,24,0,0,0,0,"KK","KK","KK","KK","KK",NA
"940",940,"BS615-56","12063","Half","Ketola",470,1,9,21,0,0,0,0,NA,NA,NA,NA,NA,NA
"941",941,"BS615-57","12064","Half","Ketola",471,2,7,23,0,0,0,0,"KK","KK","KK","KK","KK",NA
"942",942,"BS615-57","12064","Half","Ketola",471,1,6,24,0,0,0,0,NA,NA,NA,NA,NA,NA
"943",943,"BS616-58","12065","Full","Ketola",472,2,13,17,0,0,0,0,"KK","KK","KK","KK","KK",NA
"944",944,"BS616-58","12065","Full","Ketola",472,1,9,21,0,0,0,0,NA,NA,NA,NA,NA,NA
"945",945,"BS616-59","12066","Half","Ketola",473,2,6,23,1,0,0,0,"KK","KK","KK","KK","KK",NA
"946",946,"BS616-59","12066","Half","Ketola",473,1,1,28,1,0,0,0,NA,NA,NA,NA,NA,NA
"947",947,"BS616-60","12067","Half","Ketola",474,2,1,17,13,0,0,0,"KK","KK","KK","KK","KK",NA
"948",948,"BS616-60","12067","Half","Ketola",474,1,2,28,0,0,0,0,NA,NA,NA,NA,NA,NA
"949",949,"BS616-61","12068","Half","Ketola",475,2,12,16,2,0,0,0,"KK","KK","KK","KK","KK",NA
"950",950,"BS616-61","12068","Half","Ketola",475,1,5,25,0,0,0,0,NA,NA,NA,NA,NA,NA
"951",951,"BS616-62","12069","Full","Ketola",476,2,11,16,2,0,0,1,"KK","KK","KK","KK","KK",NA
"952",952,"BS616-62","12069","Full","Ketola",476,1,6,23,1,0,0,0,NA,NA,NA,NA,NA,NA
"953",953,"BS616-64","12071","Full","Ketola",477,2,1,21,8,0,0,0,"KK","KK","KK","KK","KK",NA
"954",954,"BS616-64","12071","Full","Ketola",477,1,4,26,0,0,0,0,NA,NA,NA,NA,NA,NA
"955",955,"BS616-65","12072","Full","Ketola",478,2,11,19,0,0,0,0,"KK","KK","KK","KK","KK",NA
