,Entry,PLOT,Full_sample,Check,Sample_ID,replication,Day1Germ,Day2Germ,Day3Germ,Day4Germ,Day5Germ,kernels_remaining,Mold_kern,Cooler,note,UserDay1,UserDay2,UserDay3,UserDay4,UserDay5,Year,Location,Timepoint,PM_at_plating,Experiment
1307,Check 4-SY Tepee,12303,Full,C,654,1,15,15,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1308,Check 4-SY Tepee,12303,Full,C,654,2,17,13,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1309,BS812-55,12305,Half,B,655,1,3,25,2,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1310,BS812-55,12305,Half,B,655,2,4,23,2,0,0,1,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1311,BS812-56,12306,Half,B,656,1,3,24,2,1,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1312,BS812-56,12306,Half,B,656,2,6,24,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1313,BS812-57,12307,Full,B,657,1,2,24,4,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1314,BS812-57,12307,Full,B,657,2,3,27,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1315,BS812-58,12308,Half,B,658,1,1,28,1,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1316,BS812-58,12308,Half,B,658,2,6,23,0,0,0,1,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1317,BS812-59,12309,Full,B,659,1,13,17,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1318,BS812-59,12309,Full,B,659,2,16,14,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1319,BS812-60,12310,Half,B,660,1,5,25,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1320,BS812-60,12310,Half,B,660,2,5,24,1,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1321,BS812-61,12311,Full,B,661,1,8,21,1,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1322,BS812-61,12311,Full,B,661,2,9,20,1,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1323,BS812-62,12312,Half,B,662,1,3,25,2,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1324,BS812-62,12312,Half,B,662,2,9,21,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1325,BS812-63,12313,Full,B,663,1,2,28,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1326,BS812-63,12313,Full,B,663,2,0,27,3,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1327,BS812-65,12315,Full,B,664,1,5,24,1,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1328,BS812-65,12315,Full,B,664,2,6,23,1,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1329,BS812-66,12316,Full,B,665,1,6,23,1,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1330,BS812-66,12316,Full,B,665,2,11,19,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1331,BS812-67,12317,Full,B,666,1,1,24,5,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1332,BS812-67,12317,Full,B,666,2,2,18,7,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1333,BS812-68,12318,Full,B,667,1,2,28,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1334,BS812-68,12318,Full,B,667,2,5,25,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1335,BS812-69,12319,Full,B,668,1,3,27,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1336,BS812-69,12319,Full,B,668,2,4,26,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1337,BS812-70,12320,Full,B,669,1,2,23,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1338,BS812-70,12320,Full,B,669,2,4,25,1,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1339,BS812-71,12321,Full,B,670,1,3,24,3,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1340,BS812-71,12321,Full,B,670,2,2,25,1,0,0,1,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1341,BS812-72,12322,Half,B,671,1,2,27,1,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1342,BS812-72,12322,Half,B,671,2,0,30,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1343,BS812-73,12323,Full,B,672,1,14,16,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1344,BS812-73,12323,Full,B,672,2,15,15,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1345,BS812-75,12325,Half,B,673,1,4,26,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1346,BS812-75,12325,Half,B,673,2,2,25,3,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1347,BS812-76,12326,Full,B,674,1,0,23,7,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1348,BS812-76,12326,Full,B,674,2,2,16,12,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1349,BS812-77,12327,Full,B,675,1,13,17,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1350,BS812-77,12327,Full,B,675,2,13,17,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1351,BS812-78,12328,Full,B,676,1,0,28,2,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1352,BS812-78,12328,Full,B,676,2,0,26,4,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1353,BS812-79,12329,Full,B,677,1,2,25,0,2,0,1,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1354,BS812-79,12329,Full,B,677,2,1,26,3,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1355,BS812-80,12330,Full,B,678,1,11,19,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1356,BS812-80,12330,Full,B,678,2,8,21,1,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1357,BS812-81,12331,Full,B,679,1,5,25,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1358,BS812-81,12331,Full,B,679,2,6,23,1,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1359,BS812-82,12332,Half,B,680,1,2,28,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1360,BS812-82,12332,Half,B,680,2,0,29,0,0,0,1,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1361,BS812-83,12333,Half,B,681,1,3,26,1,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1362,BS812-83,12333,Half,B,681,2,3,27,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1363,BS813-85,12335,Half,B,682,1,1,29,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1364,BS813-85,12335,Half,B,682,2,6,24,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1365,BS813-86,12336,Full,B,683,1,9,21,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1366,BS813-86,12336,Full,B,683,2,14,16,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1367,BS813-87,12337,Half,B,684,1,6,24,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1368,BS813-87,12337,Half,B,684,2,5,23,2,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1369,BS813-88,12338,Full,B,685,1,13,17,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1370,BS813-88,12338,Full,B,685,2,14,16,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1371,BS813-90,12340,Full,B,686,1,15,15,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1372,BS813-90,12340,Full,B,686,2,12,18,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1373,BS813-91,12341,Full,B,687,1,8,22,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1374,BS813-91,12341,Full,B,687,2,8,21,1,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1375,BS813-92,12342,Half,B,688,1,4,24,2,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1376,BS813-92,12342,Half,B,688,2,4,24,2,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1377,BS813-93,12343,Half,B,689,1,6,24,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1378,BS813-93,12343,Half,B,689,2,8,22,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1379,BS813-94,12344,Full,B,690,1,2,25,3,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1380,BS813-94,12344,Full,B,690,2,2,28,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1381,BS813-95,12345,Full,B,691,1,9,21,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1382,BS813-95,12345,Full,B,691,2,8,22,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1383,BS813-96,12346,Half,B,692,1,14,16,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1384,BS813-96,12346,Half,B,692,2,15,15,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1385,BS813-97,12347,Half,B,693,1,6,24,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1386,BS813-97,12347,Half,B,693,2,4,26,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1387,BS813-98,12348,Half,B,694,1,13,16,1,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1388,BS813-98,12348,Half,B,694,2,10,20,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1389,BS813-99,12349,Full,B,695,1,2,28,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1390,BS813-99,12349,Full,B,695,2,11,19,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1391,Check 6-Charles,12350,Full,C,696,1,13,17,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1392,Check 6-Charles,12350,Full,C,696,2,20,10,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1393,BS813-100,12352,Full,B,697,1,1,27,1,0,0,1,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1394,BS813-100,12352,Full,B,697,2,3,27,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1395,BS813-101,12353,Full,B,698,1,3,27,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1396,BS813-101,12353,Full,B,698,2,6,24,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1397,BS813-102,12354,Half,B,699,1,1,28,1,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1398,BS813-102,12354,Half,B,699,2,6,24,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1399,BS813-103,12355,Full,B,700,1,1,29,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1400,BS813-103,12355,Full,B,700,2,9,20,0,1,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1401,BS813-105,12357,Half,B,701,1,1,26,3,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1402,BS813-105,12357,Half,B,701,2,5,24,1,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1403,BS813-107,12359,Full,B,702,1,12,18,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1404,BS813-107,12359,Full,B,702,2,21,9,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1405,BS813-108,12360,Half,B,703,1,11,18,1,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1406,BS813-108,12360,Half,B,703,2,17,14,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1407,BS813-110,12362,Full,B,704,1,0,22,8,1,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1408,BS813-110,12362,Full,B,704,2,0,25,5,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1409,BS813-111,12363,Full,B,705,1,5,24,1,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1410,BS813-111,12363,Full,B,705,2,8,22,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1411,BS813-112,12364,Half,B,706,1,1,29,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1412,BS813-112,12364,Half,B,706,2,4,25,1,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1413,BS813-113,12365,Full,B,707,1,6,24,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1414,BS813-113,12365,Full,B,707,2,3,27,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1415,BS813-115,12367,Full,B,708,1,3,27,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1416,BS813-115,12367,Full,B,708,2,8,22,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1417,BS813-116,12368,Half,B,709,1,10,19,1,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1418,BS813-116,12368,Half,B,709,2,11,19,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1419,BS813-118,12370,Full,B,710,1,2,24,4,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1420,BS813-118,12370,Full,B,710,2,3,23,3,1,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1421,BS814-119,12371,Half,B,711,1,6,24,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1422,BS814-119,12371,Half,B,711,2,10,19,0,0,0,1,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1423,BS814-120,12372,Full,B,712,1,4,26,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1424,BS814-120,12372,Full,B,712,2,6,22,0,0,0,2,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1425,BS814-121,12373,Full,B,713,1,8,22,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1426,BS814-121,12373,Full,B,713,2,8,20,1,1,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1427,BS814-122,12374,Half,B,714,1,6,24,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1428,BS814-122,12374,Half,B,714,2,13,17,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1429,BS814-123,12375,Half,B,715,1,1,27,2,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1430,BS814-123,12375,Half,B,715,2,0,25,1,4,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1431,BS814-124,12376,Half,B,716,1,1,28,1,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1432,BS814-124,12376,Half,B,716,2,4,26,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1433,BS814-125,12377,Half,B,717,1,5,24,1,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1434,BS814-125,12377,Half,B,717,2,6,24,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1435,BS814-126,12378,Full,B,718,1,7,23,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1436,BS814-126,12378,Full,B,718,2,5,25,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1437,BS814-127,12379,Full,B,719,1,9,21,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1438,BS814-127,12379,Full,B,719,2,9,21,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1439,BS814-130,12382,Full,B,720,1,12,18,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1440,BS814-130,12382,Full,B,720,2,18,12,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1441,BS814-131,12383,Half,B,721,1,3,25,2,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1442,BS814-131,12383,Half,B,721,2,4,23,2,1,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1443,BS814-132,12384,Full,B,722,1,3,27,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1444,BS814-132,12384,Full,B,722,2,11,19,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1445,BS814-134,12386,Half,B,723,1,0,28,2,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1446,BS814-134,12386,Half,B,723,2,10,18,2,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1447,BS814-135,12387,Full,B,724,1,11,18,1,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1448,BS814-135,12387,Full,B,724,2,7,22,1,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1449,BS814-136,12388,Half,B,725,1,3,25,1,0,0,1,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1450,BS814-136,12388,Half,B,725,2,2,28,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1451,BS814-137,12389,Half,B,726,1,12,18,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1452,BS814-137,12389,Half,B,726,2,8,22,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1453,BS814-138,12390,Full,B,727,1,11,19,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1454,BS814-138,12390,Full,B,727,2,15,15,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1455,BS814-139,12391,Full,B,728,1,12,16,0,0,0,2,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1456,BS814-139,12391,Full,B,728,2,12,17,0,0,0,1,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1457,BS814-140,12392,Full,B,729,1,2,26,1,0,0,1,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1458,BS814-140,12392,Full,B,729,2,7,13,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1459,BS906-2,12394,Half,B,730,1,7,23,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1460,BS906-2,12394,Half,B,730,2,11,19,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1461,BS906-3,12395,Half,B,731,1,11,19,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1462,BS906-3,12395,Half,B,731,2,12,18,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1463,BS906-6,12398,Half,B,732,1,3,25,2,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1464,BS906-6,12398,Half,B,732,2,7,21,2,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1465,BS906-7,12399,Full,B,733,1,0,21,9,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1466,BS906-7,12399,Full,B,733,2,1,28,1,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1467,Check 1-Flavia,12400,Full,C,734,1,11,18,0,1,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1468,Check 1-Flavia,12400,Full,C,734,2,14,16,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1469,Check 2-Scala,12401,Full,C,735,1,15,15,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1470,Check 2-Scala,12401,Full,C,735,2,13,17,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1471,Check 3-DH130910,12402,Full,C,736,1,2,25,30,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1472,Check 3-DH130910,12402,Full,C,736,2,2,30,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1473,Check 4-SY Tepee,12403,Full,C,737,1,12,17,1,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1474,Check 4-SY Tepee,12403,Full,C,737,2,15,15,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1475,BS906-8,12405,Half,B,738,1,6,24,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1476,BS906-8,12405,Half,B,738,2,12,18,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1477,BS906-9,12406,Full,B,739,1,4,22,4,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1478,BS906-9,12406,Full,B,739,2,4,25,1,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1479,BS906-10,12407,Full,B,740,1,6,24,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1480,BS906-10,12407,Full,B,740,2,6,24,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1481,BS908-12,12409,Full,B,741,1,16,14,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1482,BS908-12,12409,Full,B,741,2,22,8,0,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1483,BS908-13,12410,Full,B,742,1,3,27,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1484,BS908-13,12410,Full,B,742,2,5,24,1,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1485,BS908-14,12411,Full,B,743,1,0,27,2,0,0,1,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1486,BS908-14,12411,Full,B,743,2,6,23,1,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1487,BS908-15,12412,Half,B,744,1,6,24,0,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1488,BS908-15,12412,Half,B,744,2,9,20,0,1,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1489,BS908-16,12413,Full,B,745,1,6,23,1,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1490,BS908-16,12413,Full,B,745,2,7,21,2,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
1491,BS908-17,12414,Half,B,746,1,3,26,1,0,0,0,,,,TR,TR,TR,TR,TR,2020,Ketola 5,4,96,Winter DH Germination
1492,BS908-17,12414,Half,B,746,2,4,25,1,0,0,0,,,,KK,KK,KK,KK,KK,2020,Ketola 5,4,96,Winter DH Germination
